order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
6389,5126,Returned,F,2023-03-30 08:13:00 UTC,2023-04-03 02:06:00 UTC,2023-04-01 06:00:00 UTC,2023-04-01 12:18:00 UTC,1
6392,5129,Returned,F,2023-04-26 13:54:00 UTC,2023-05-03 04:29:00 UTC,2023-04-29 04:47:00 UTC,2023-04-30 07:59:00 UTC,1
6401,5134,Returned,F,2023-05-23 02:54:00 UTC,2023-05-29 12:57:00 UTC,2023-05-24 01:24:00 UTC,2023-05-27 11:55:00 UTC,2
6451,5175,Returned,F,2023-02-03 04:00:00 UTC,2023-02-09 00:31:00 UTC,2023-02-05 09:06:00 UTC,2023-02-08 16:11:00 UTC,1
6513,5217,Returned,F,2023-03-07 07:04:00 UTC,2023-03-11 19:03:00 UTC,2023-03-09 10:25:00 UTC,2023-03-10 23:59:00 UTC,1
6550,5243,Returned,F,2023-01-12 06:32:00 UTC,2023-01-17 22:44:00 UTC,2023-01-14 13:31:00 UTC,2023-01-15 14:45:00 UTC,1
6557,5247,Returned,F,2023-01-14 04:37:00 UTC,2023-01-21 06:36:00 UTC,2023-01-16 19:49:00 UTC,2023-01-18 22:37:00 UTC,2
6566,5254,Returned,F,2023-03-11 04:48:00 UTC,2023-03-17 08:56:00 UTC,2023-03-11 16:15:00 UTC,2023-03-14 22:46:00 UTC,2
6728,5365,Returned,F,2023-02-11 16:37:00 UTC,2023-02-20 07:31:00 UTC,2023-02-12 21:17:00 UTC,2023-02-17 07:56:00 UTC,1
6751,5381,Returned,F,2023-06-28 07:11:00 UTC,2023-07-03 01:36:00 UTC,2023-06-29 16:10:00 UTC,2023-07-01 07:10:00 UTC,2
6779,5405,Returned,F,2023-02-10 01:26:00 UTC,2023-02-14 14:24:00 UTC,2023-02-11 09:29:00 UTC,2023-02-13 14:18:00 UTC,1
6841,5449,Returned,F,2023-04-16 11:16:00 UTC,2023-04-24 20:39:00 UTC,2023-04-18 05:20:00 UTC,2023-04-23 02:04:00 UTC,3
6933,5528,Returned,F,2023-02-21 18:45:00 UTC,2023-02-25 01:30:00 UTC,2023-02-24 04:23:00 UTC,2023-02-24 17:54:00 UTC,2
6954,5546,Returned,F,2023-04-09 18:17:00 UTC,2023-04-14 05:04:00 UTC,2023-04-10 05:46:00 UTC,2023-04-12 18:45:00 UTC,1
6971,5555,Returned,F,2023-05-13 05:45:00 UTC,2023-05-19 18:22:00 UTC,2023-05-15 16:12:00 UTC,2023-05-16 19:33:00 UTC,1
7070,5650,Returned,F,2023-05-25 15:42:00 UTC,2023-06-01 08:37:00 UTC,2023-05-28 11:03:00 UTC,2023-05-29 21:33:00 UTC,1
7074,5654,Returned,F,2023-01-10 12:49:00 UTC,2023-01-16 06:47:00 UTC,2023-01-12 03:21:00 UTC,2023-01-13 20:03:00 UTC,2
7096,5673,Returned,F,2023-06-15 05:50:00 UTC,2023-06-22 15:09:00 UTC,2023-06-16 03:11:00 UTC,2023-06-20 09:59:00 UTC,2
7134,5702,Returned,F,2023-04-03 06:26:00 UTC,2023-04-11 04:36:00 UTC,2023-04-05 20:14:00 UTC,2023-04-10 03:03:00 UTC,2
7195,5740,Returned,F,2023-04-16 07:14:00 UTC,2023-04-25 08:17:00 UTC,2023-04-18 18:49:00 UTC,2023-04-23 03:29:00 UTC,1
7200,5744,Returned,F,2023-04-30 18:20:00 UTC,2023-05-07 19:30:00 UTC,2023-05-02 08:22:00 UTC,2023-05-06 17:44:00 UTC,1
7280,5801,Returned,F,2023-04-26 07:32:00 UTC,2023-05-01 08:48:00 UTC,2023-04-28 03:44:00 UTC,2023-04-30 02:52:00 UTC,1
7481,5970,Returned,F,2023-02-05 15:40:00 UTC,2023-02-11 22:44:00 UTC,2023-02-07 14:10:00 UTC,2023-02-09 13:20:00 UTC,1
7547,6025,Returned,F,2023-03-09 17:10:00 UTC,2023-03-17 16:16:00 UTC,2023-03-11 21:45:00 UTC,2023-03-15 15:07:00 UTC,4
7591,6067,Returned,F,2023-01-30 06:02:00 UTC,2023-02-02 14:16:00 UTC,2023-01-30 18:08:00 UTC,2023-01-31 17:41:00 UTC,1
7648,6115,Returned,F,2023-04-14 17:41:00 UTC,2023-04-16 12:00:00 UTC,2023-04-15 03:45:00 UTC,2023-04-16 02:07:00 UTC,1
7696,6147,Returned,F,2023-05-08 04:13:00 UTC,2023-05-12 02:02:00 UTC,2023-05-09 03:14:00 UTC,2023-05-11 16:30:00 UTC,1
7810,6232,Returned,F,2023-06-03 09:11:00 UTC,2023-06-07 23:02:00 UTC,2023-06-03 19:47:00 UTC,2023-06-07 22:35:00 UTC,1
7832,6251,Returned,F,2023-05-22 16:13:00 UTC,2023-05-27 00:29:00 UTC,2023-05-23 10:11:00 UTC,2023-05-26 13:57:00 UTC,1
7834,6251,Returned,F,2023-05-11 16:13:00 UTC,2023-05-17 00:50:00 UTC,2023-05-14 05:20:00 UTC,2023-05-15 12:49:00 UTC,4
7837,6253,Returned,F,2023-06-10 18:34:00 UTC,2023-06-16 12:22:00 UTC,2023-06-12 17:59:00 UTC,2023-06-14 15:26:00 UTC,1
7888,6299,Returned,F,2023-02-13 00:06:00 UTC,2023-02-16 03:23:00 UTC,2023-02-15 04:30:00 UTC,2023-02-15 21:01:00 UTC,1
7915,6326,Returned,F,2023-05-01 13:48:00 UTC,2023-05-08 17:51:00 UTC,2023-05-03 06:18:00 UTC,2023-05-08 03:30:00 UTC,1
8048,6443,Returned,F,2023-06-03 17:53:00 UTC,2023-06-11 08:24:00 UTC,2023-06-05 12:41:00 UTC,2023-06-10 00:15:00 UTC,1
8286,6646,Returned,F,2023-05-14 00:01:00 UTC,2023-05-19 11:21:00 UTC,2023-05-15 04:31:00 UTC,2023-05-16 21:38:00 UTC,1
8323,6679,Returned,F,2023-05-24 03:10:00 UTC,2023-05-30 20:00:00 UTC,2023-05-25 11:55:00 UTC,2023-05-28 15:53:00 UTC,2
8334,6688,Returned,F,2023-05-04 05:13:00 UTC,2023-05-11 07:52:00 UTC,2023-05-04 23:11:00 UTC,2023-05-09 21:53:00 UTC,2
8387,6730,Returned,F,2023-01-30 00:53:00 UTC,2023-02-01 16:23:00 UTC,2023-01-30 17:06:00 UTC,2023-02-01 10:53:00 UTC,1
8446,6782,Returned,F,2023-04-19 01:02:00 UTC,2023-04-27 02:12:00 UTC,2023-04-19 17:41:00 UTC,2023-04-24 03:28:00 UTC,3
8495,6822,Returned,F,2023-01-20 01:47:00 UTC,2023-01-26 10:10:00 UTC,2023-01-22 14:03:00 UTC,2023-01-25 06:48:00 UTC,1
8518,6837,Returned,F,2023-06-19 11:50:00 UTC,2023-06-23 21:22:00 UTC,2023-06-20 04:36:00 UTC,2023-06-21 00:23:00 UTC,1
8522,6841,Returned,F,2023-04-08 08:34:00 UTC,2023-04-10 16:43:00 UTC,2023-04-08 22:39:00 UTC,2023-04-09 13:31:00 UTC,1
8634,6928,Returned,F,2023-01-03 15:04:00 UTC,2023-01-07 12:06:00 UTC,2023-01-04 04:10:00 UTC,2023-01-07 09:25:00 UTC,3
8689,6975,Returned,F,2023-05-30 15:22:00 UTC,2023-06-02 16:38:00 UTC,2023-06-01 15:01:00 UTC,2023-06-01 17:14:00 UTC,4
8702,6987,Returned,F,2023-04-16 11:21:00 UTC,2023-04-20 03:10:00 UTC,2023-04-17 10:22:00 UTC,2023-04-17 22:51:00 UTC,2
8732,7011,Returned,F,2023-06-21 13:21:00 UTC,2023-06-25 13:01:00 UTC,2023-06-22 01:54:00 UTC,2023-06-22 19:18:00 UTC,2
8755,7030,Returned,F,2023-03-31 14:25:00 UTC,2023-04-04 12:48:00 UTC,2023-04-01 14:31:00 UTC,2023-04-03 20:47:00 UTC,1
8866,7110,Returned,F,2023-05-03 11:18:00 UTC,2023-05-09 01:00:00 UTC,2023-05-06 10:51:00 UTC,2023-05-08 13:23:00 UTC,1
8933,7167,Returned,F,2023-06-11 10:52:00 UTC,2023-06-14 07:08:00 UTC,2023-06-12 08:59:00 UTC,2023-06-12 23:21:00 UTC,1
9032,7250,Returned,F,2023-06-04 17:42:00 UTC,2023-06-10 01:22:00 UTC,2023-06-06 05:08:00 UTC,2023-06-09 15:17:00 UTC,1
9235,7410,Returned,F,2023-02-22 05:52:00 UTC,2023-02-27 13:35:00 UTC,2023-02-22 14:28:00 UTC,2023-02-27 03:40:00 UTC,2
9240,7413,Returned,F,2023-02-03 09:58:00 UTC,2023-02-08 05:28:00 UTC,2023-02-05 18:15:00 UTC,2023-02-07 16:20:00 UTC,2
9285,7450,Returned,F,2023-04-07 12:46:00 UTC,2023-04-11 07:32:00 UTC,2023-04-07 14:58:00 UTC,2023-04-10 16:43:00 UTC,1
9326,7491,Returned,F,2023-03-14 13:04:00 UTC,2023-03-20 21:38:00 UTC,2023-03-17 12:00:00 UTC,2023-03-20 17:06:00 UTC,1
9384,7547,Returned,F,2023-04-20 01:37:00 UTC,2023-04-22 20:22:00 UTC,2023-04-20 07:19:00 UTC,2023-04-21 07:21:00 UTC,1
9403,7559,Returned,F,2023-06-29 05:21:00 UTC,2023-07-05 23:43:00 UTC,2023-06-30 06:16:00 UTC,2023-07-04 23:33:00 UTC,1
9450,7599,Returned,F,2023-05-07 02:14:00 UTC,2023-05-13 06:56:00 UTC,2023-05-07 21:24:00 UTC,2023-05-12 21:07:00 UTC,1
9517,7658,Returned,F,2023-06-14 08:34:00 UTC,2023-06-19 05:31:00 UTC,2023-06-15 05:57:00 UTC,2023-06-16 16:22:00 UTC,2
9597,7732,Returned,F,2023-06-29 17:32:00 UTC,2023-07-06 23:13:00 UTC,2023-07-01 18:28:00 UTC,2023-07-04 02:00:00 UTC,1
9643,7763,Returned,F,2023-02-07 10:49:00 UTC,2023-02-16 03:33:00 UTC,2023-02-09 16:04:00 UTC,2023-02-14 06:16:00 UTC,3
9682,7793,Returned,F,2023-04-16 03:45:00 UTC,2023-04-23 22:45:00 UTC,2023-04-19 00:30:00 UTC,2023-04-23 00:58:00 UTC,1
9892,7967,Returned,F,2023-06-22 05:55:00 UTC,2023-06-28 20:23:00 UTC,2023-06-23 13:30:00 UTC,2023-06-26 04:09:00 UTC,1
9953,8009,Returned,F,2023-01-29 08:18:00 UTC,2023-02-05 15:43:00 UTC,2023-01-31 14:31:00 UTC,2023-02-04 04:11:00 UTC,1
9987,8035,Returned,F,2023-01-28 17:34:00 UTC,2023-02-03 01:26:00 UTC,2023-01-29 17:41:00 UTC,2023-01-31 17:58:00 UTC,2
10005,8046,Returned,F,2023-06-28 16:41:00 UTC,2023-07-03 11:06:00 UTC,2023-06-29 07:10:00 UTC,2023-07-03 02:46:00 UTC,1
10060,8088,Returned,F,2023-06-21 03:09:00 UTC,2023-06-30 17:23:00 UTC,2023-06-23 09:56:00 UTC,2023-06-28 09:44:00 UTC,1
10078,8100,Returned,F,2023-05-18 15:13:00 UTC,2023-05-27 12:59:00 UTC,2023-05-19 14:10:00 UTC,2023-05-24 13:22:00 UTC,1
10130,8144,Returned,F,2023-06-09 04:54:00 UTC,2023-06-17 15:44:00 UTC,2023-06-12 02:30:00 UTC,2023-06-15 19:05:00 UTC,1
10199,8207,Returned,F,2023-05-05 14:22:00 UTC,2023-05-12 04:05:00 UTC,2023-05-06 11:57:00 UTC,2023-05-10 08:15:00 UTC,2
10202,8215,Returned,F,2023-03-31 18:50:00 UTC,2023-04-04 06:51:00 UTC,2023-04-02 09:23:00 UTC,2023-04-03 22:34:00 UTC,2
10301,8300,Returned,F,2023-06-24 15:25:00 UTC,2023-06-25 21:04:00 UTC,2023-06-24 18:45:00 UTC,2023-06-24 23:04:00 UTC,2
10338,8330,Returned,F,2023-05-26 13:23:00 UTC,2023-06-01 23:57:00 UTC,2023-05-27 15:22:00 UTC,2023-06-01 02:40:00 UTC,2
10409,8388,Returned,F,2023-05-11 00:54:00 UTC,2023-05-17 11:13:00 UTC,2023-05-13 01:54:00 UTC,2023-05-16 17:01:00 UTC,1
10490,8454,Returned,F,2023-05-27 00:59:00 UTC,2023-06-03 04:36:00 UTC,2023-05-29 06:25:00 UTC,2023-06-02 21:11:00 UTC,2
10871,8768,Returned,F,2023-06-05 07:54:00 UTC,2023-06-10 19:23:00 UTC,2023-06-08 05:25:00 UTC,2023-06-09 07:40:00 UTC,1
10897,8796,Returned,F,2023-05-05 05:17:00 UTC,2023-05-09 05:54:00 UTC,2023-05-07 18:48:00 UTC,2023-05-08 03:18:00 UTC,4
10953,8836,Returned,F,2023-02-10 07:47:00 UTC,2023-02-15 08:38:00 UTC,2023-02-10 15:51:00 UTC,2023-02-15 01:57:00 UTC,1
10963,8841,Returned,F,2023-06-29 14:00:00 UTC,2023-07-03 17:32:00 UTC,2023-07-01 19:34:00 UTC,2023-07-02 20:56:00 UTC,2
10985,8859,Returned,F,2023-02-26 12:04:00 UTC,2023-03-04 17:57:00 UTC,2023-02-27 10:43:00 UTC,2023-03-03 08:30:00 UTC,1
10999,8872,Returned,F,2023-05-12 01:21:00 UTC,2023-05-15 13:14:00 UTC,2023-05-13 05:50:00 UTC,2023-05-15 09:09:00 UTC,2
11114,8972,Returned,F,2023-03-12 05:07:00 UTC,2023-03-15 12:11:00 UTC,2023-03-12 20:00:00 UTC,2023-03-13 14:41:00 UTC,1
11137,8995,Returned,F,2023-01-06 01:12:00 UTC,2023-01-10 18:43:00 UTC,2023-01-06 07:30:00 UTC,2023-01-10 08:33:00 UTC,1
11166,9025,Returned,F,2023-03-13 12:45:00 UTC,2023-03-21 17:20:00 UTC,2023-03-15 23:30:00 UTC,2023-03-20 19:40:00 UTC,1
11369,9190,Returned,F,2023-02-05 14:13:00 UTC,2023-02-10 18:04:00 UTC,2023-02-08 02:37:00 UTC,2023-02-09 16:00:00 UTC,4
11426,9239,Returned,F,2023-02-10 10:55:00 UTC,2023-02-15 02:54:00 UTC,2023-02-11 04:51:00 UTC,2023-02-13 16:31:00 UTC,1
11500,9313,Returned,F,2023-01-21 04:41:00 UTC,2023-01-25 10:59:00 UTC,2023-01-22 11:47:00 UTC,2023-01-22 18:25:00 UTC,1
11644,9423,Returned,F,2023-04-06 02:20:00 UTC,2023-04-08 17:43:00 UTC,2023-04-08 06:47:00 UTC,2023-04-08 11:13:00 UTC,4
11659,9435,Returned,F,2023-04-22 06:04:00 UTC,2023-04-30 09:11:00 UTC,2023-04-24 14:17:00 UTC,2023-04-29 14:10:00 UTC,1
11820,9552,Returned,F,2023-05-25 15:39:00 UTC,2023-06-02 02:18:00 UTC,2023-05-26 08:03:00 UTC,2023-05-31 07:07:00 UTC,2
11867,9589,Returned,F,2023-05-19 01:11:00 UTC,2023-05-21 18:14:00 UTC,2023-05-20 10:24:00 UTC,2023-05-21 08:58:00 UTC,2
12003,9681,Returned,F,2023-05-02 09:17:00 UTC,2023-05-08 01:49:00 UTC,2023-05-03 14:20:00 UTC,2023-05-05 15:09:00 UTC,2
12024,9693,Returned,F,2023-02-19 16:58:00 UTC,2023-02-24 20:02:00 UTC,2023-02-21 14:23:00 UTC,2023-02-23 19:51:00 UTC,2
12050,9710,Returned,F,2023-06-01 03:20:00 UTC,2023-06-06 11:02:00 UTC,2023-06-03 15:14:00 UTC,2023-06-04 15:12:00 UTC,1
12291,9900,Returned,F,2023-04-23 12:14:00 UTC,2023-05-01 02:55:00 UTC,2023-04-24 16:51:00 UTC,2023-04-28 07:00:00 UTC,1
12339,9949,Returned,F,2023-01-01 02:54:00 UTC,2023-01-08 21:01:00 UTC,2023-01-03 07:05:00 UTC,2023-01-06 00:47:00 UTC,1
12379,9982,Returned,F,2023-04-02 14:06:00 UTC,2023-04-09 23:07:00 UTC,2023-04-04 11:35:00 UTC,2023-04-09 02:01:00 UTC,4
12441,10044,Returned,F,2023-05-21 16:15:00 UTC,2023-05-28 20:17:00 UTC,2023-05-22 20:39:00 UTC,2023-05-25 23:05:00 UTC,1
12612,10173,Returned,F,2023-06-10 18:21:00 UTC,2023-06-19 00:45:00 UTC,2023-06-12 23:14:00 UTC,2023-06-17 12:49:00 UTC,2
12718,10250,Returned,F,2023-01-17 10:49:00 UTC,2023-01-23 09:12:00 UTC,2023-01-17 16:01:00 UTC,2023-01-20 15:36:00 UTC,1
12725,10255,Returned,F,2023-06-14 16:02:00 UTC,2023-06-20 20:53:00 UTC,2023-06-16 10:22:00 UTC,2023-06-20 17:03:00 UTC,1
13180,10611,Returned,F,2023-05-05 04:06:00 UTC,2023-05-12 14:20:00 UTC,2023-05-05 13:31:00 UTC,2023-05-10 03:31:00 UTC,1
13187,10617,Returned,F,2023-06-12 18:21:00 UTC,2023-06-17 13:44:00 UTC,2023-06-12 18:33:00 UTC,2023-06-15 05:12:00 UTC,1
13240,10655,Returned,F,2023-04-13 04:15:00 UTC,2023-04-19 23:30:00 UTC,2023-04-15 02:00:00 UTC,2023-04-18 15:43:00 UTC,1
13245,10658,Returned,F,2023-05-27 01:21:00 UTC,2023-05-31 11:22:00 UTC,2023-05-28 12:20:00 UTC,2023-05-30 16:17:00 UTC,1
13246,10658,Returned,F,2023-04-21 01:21:00 UTC,2023-04-26 18:11:00 UTC,2023-04-21 15:37:00 UTC,2023-04-25 11:56:00 UTC,1
13363,10760,Returned,F,2023-01-19 12:47:00 UTC,2023-01-27 02:40:00 UTC,2023-01-21 16:11:00 UTC,2023-01-26 14:10:00 UTC,1
13469,10846,Returned,F,2023-03-01 11:10:00 UTC,2023-03-09 05:30:00 UTC,2023-03-02 23:53:00 UTC,2023-03-06 21:50:00 UTC,1
13544,10911,Returned,F,2023-06-19 18:25:00 UTC,2023-06-22 15:42:00 UTC,2023-06-19 21:54:00 UTC,2023-06-22 02:58:00 UTC,1
13549,10916,Returned,F,2023-03-13 16:59:00 UTC,2023-03-18 18:42:00 UTC,2023-03-15 12:19:00 UTC,2023-03-17 06:30:00 UTC,1
13550,10916,Returned,F,2023-04-20 16:59:00 UTC,2023-04-25 22:01:00 UTC,2023-04-23 07:44:00 UTC,2023-04-23 17:40:00 UTC,1
13571,10930,Returned,F,2023-02-18 05:00:00 UTC,2023-02-23 20:21:00 UTC,2023-02-20 03:06:00 UTC,2023-02-23 07:15:00 UTC,1
13585,10938,Returned,F,2023-04-17 17:01:00 UTC,2023-04-24 09:38:00 UTC,2023-04-19 17:26:00 UTC,2023-04-22 04:15:00 UTC,2
13644,10982,Returned,F,2023-06-14 09:48:00 UTC,2023-06-18 08:25:00 UTC,2023-06-14 21:23:00 UTC,2023-06-16 09:28:00 UTC,1
13660,10993,Returned,F,2023-06-18 12:39:00 UTC,2023-06-24 12:22:00 UTC,2023-06-19 06:29:00 UTC,2023-06-22 12:23:00 UTC,3
13737,11064,Returned,F,2023-02-01 00:28:00 UTC,2023-02-03 09:28:00 UTC,2023-02-02 23:00:00 UTC,2023-02-03 02:04:00 UTC,1
13788,11103,Returned,F,2023-05-04 03:16:00 UTC,2023-05-10 05:21:00 UTC,2023-05-06 08:40:00 UTC,2023-05-08 02:00:00 UTC,2
13839,11139,Returned,F,2023-04-04 00:21:00 UTC,2023-04-10 13:55:00 UTC,2023-04-04 12:38:00 UTC,2023-04-09 06:45:00 UTC,1
13890,11177,Returned,F,2023-05-04 11:51:00 UTC,2023-05-12 01:22:00 UTC,2023-05-07 00:12:00 UTC,2023-05-10 16:40:00 UTC,1
13925,11196,Returned,F,2023-04-24 05:47:00 UTC,2023-04-30 23:37:00 UTC,2023-04-26 06:50:00 UTC,2023-04-30 22:42:00 UTC,1
13985,11248,Returned,F,2023-05-11 07:03:00 UTC,2023-05-17 12:33:00 UTC,2023-05-13 01:01:00 UTC,2023-05-15 02:45:00 UTC,1
13998,11261,Returned,F,2023-01-25 05:45:00 UTC,2023-02-04 14:25:00 UTC,2023-01-27 23:42:00 UTC,2023-02-01 22:40:00 UTC,1
14194,11433,Returned,F,2023-01-24 12:30:00 UTC,2023-01-29 23:23:00 UTC,2023-01-25 09:48:00 UTC,2023-01-29 07:49:00 UTC,1
14323,11532,Returned,F,2023-03-31 08:34:00 UTC,2023-04-05 22:08:00 UTC,2023-04-02 15:11:00 UTC,2023-04-05 07:35:00 UTC,3
14397,11588,Returned,F,2023-04-29 01:14:00 UTC,2023-05-05 07:57:00 UTC,2023-04-30 06:38:00 UTC,2023-05-04 09:46:00 UTC,1
14413,11599,Returned,F,2023-06-14 12:52:00 UTC,2023-06-21 00:27:00 UTC,2023-06-17 12:11:00 UTC,2023-06-19 06:47:00 UTC,2
14569,11724,Returned,F,2023-04-29 02:31:00 UTC,2023-05-04 13:30:00 UTC,2023-04-30 17:10:00 UTC,2023-05-04 12:27:00 UTC,2
14641,11766,Returned,F,2023-05-24 06:37:00 UTC,2023-05-26 20:40:00 UTC,2023-05-25 23:11:00 UTC,2023-05-26 09:56:00 UTC,1
14682,11799,Returned,F,2023-06-20 13:01:00 UTC,2023-06-25 06:39:00 UTC,2023-06-20 20:49:00 UTC,2023-06-22 18:12:00 UTC,1
14724,11834,Returned,F,2023-04-28 05:17:00 UTC,2023-05-03 16:30:00 UTC,2023-04-28 09:17:00 UTC,2023-05-01 15:33:00 UTC,3
14845,11940,Returned,F,2023-06-20 01:28:00 UTC,2023-06-22 21:42:00 UTC,2023-06-20 09:16:00 UTC,2023-06-21 21:30:00 UTC,1
15143,12191,Returned,F,2023-02-21 01:25:00 UTC,2023-02-22 18:49:00 UTC,2023-02-21 12:19:00 UTC,2023-02-22 18:24:00 UTC,1
15207,12244,Returned,F,2023-06-23 09:37:00 UTC,2023-06-29 08:56:00 UTC,2023-06-23 15:26:00 UTC,2023-06-28 08:23:00 UTC,1
15252,12277,Returned,F,2023-05-01 11:12:00 UTC,2023-05-09 23:23:00 UTC,2023-05-03 20:57:00 UTC,2023-05-08 00:32:00 UTC,1
15324,12330,Returned,F,2023-03-30 07:53:00 UTC,2023-04-04 10:59:00 UTC,2023-04-01 18:19:00 UTC,2023-04-03 03:05:00 UTC,1
15403,12384,Returned,F,2023-06-19 14:10:00 UTC,2023-06-26 07:13:00 UTC,2023-06-22 12:06:00 UTC,2023-06-25 16:35:00 UTC,4
15424,12400,Returned,F,2023-02-22 01:17:00 UTC,2023-03-01 15:11:00 UTC,2023-02-22 22:30:00 UTC,2023-02-27 00:00:00 UTC,1
15438,12410,Returned,F,2023-04-13 15:05:00 UTC,2023-04-20 07:57:00 UTC,2023-04-14 18:27:00 UTC,2023-04-19 17:10:00 UTC,2
15441,12412,Returned,F,2023-06-01 08:18:00 UTC,2023-06-08 20:12:00 UTC,2023-06-01 16:56:00 UTC,2023-06-06 01:24:00 UTC,1
15498,12465,Returned,F,2023-02-21 16:52:00 UTC,2023-02-26 15:18:00 UTC,2023-02-21 22:06:00 UTC,2023-02-25 03:24:00 UTC,3
15518,12485,Returned,F,2023-06-19 16:08:00 UTC,2023-06-25 07:33:00 UTC,2023-06-20 17:45:00 UTC,2023-06-23 16:02:00 UTC,1
15636,12572,Returned,F,2023-02-05 18:41:00 UTC,2023-02-09 15:28:00 UTC,2023-02-07 23:43:00 UTC,2023-02-09 09:18:00 UTC,1
15659,12586,Returned,F,2023-06-28 12:52:00 UTC,2023-07-05 15:20:00 UTC,2023-06-29 13:40:00 UTC,2023-07-04 12:37:00 UTC,1
15744,12653,Returned,F,2023-01-14 04:40:00 UTC,2023-01-19 23:57:00 UTC,2023-01-14 19:14:00 UTC,2023-01-18 20:06:00 UTC,1
15753,12659,Returned,F,2023-01-11 13:15:00 UTC,2023-01-14 05:50:00 UTC,2023-01-12 03:08:00 UTC,2023-01-12 16:48:00 UTC,2
15801,12700,Returned,F,2023-03-31 18:27:00 UTC,2023-04-04 12:17:00 UTC,2023-04-02 21:07:00 UTC,2023-04-03 05:16:00 UTC,1
15815,12711,Returned,F,2023-02-03 08:56:00 UTC,2023-02-06 11:09:00 UTC,2023-02-04 00:48:00 UTC,2023-02-05 02:52:00 UTC,1
15896,12772,Returned,F,2023-06-30 14:55:00 UTC,2023-07-05 17:00:00 UTC,2023-06-30 15:52:00 UTC,2023-07-04 22:36:00 UTC,1
15941,12808,Returned,F,2023-05-19 17:32:00 UTC,2023-05-23 09:35:00 UTC,2023-05-20 18:56:00 UTC,2023-05-21 21:08:00 UTC,2
16012,12873,Returned,F,2023-05-06 08:11:00 UTC,2023-05-08 06:41:00 UTC,2023-05-06 17:15:00 UTC,2023-05-07 02:19:00 UTC,1
16014,12874,Returned,F,2023-02-06 00:38:00 UTC,2023-02-11 11:00:00 UTC,2023-02-07 00:12:00 UTC,2023-02-09 09:07:00 UTC,1
16015,12875,Returned,F,2023-04-24 06:51:00 UTC,2023-04-30 23:05:00 UTC,2023-04-25 20:01:00 UTC,2023-04-29 23:56:00 UTC,2
16090,12941,Returned,F,2023-02-28 12:14:00 UTC,2023-03-08 06:10:00 UTC,2023-03-03 10:21:00 UTC,2023-03-06 20:36:00 UTC,1
16091,12941,Returned,F,2023-06-07 12:14:00 UTC,2023-06-14 16:48:00 UTC,2023-06-08 18:03:00 UTC,2023-06-12 20:25:00 UTC,1
16095,12945,Returned,F,2023-02-14 08:51:00 UTC,2023-02-21 18:04:00 UTC,2023-02-15 22:43:00 UTC,2023-02-19 16:04:00 UTC,1
16118,12961,Returned,F,2023-05-08 02:31:00 UTC,2023-05-15 17:11:00 UTC,2023-05-09 02:02:00 UTC,2023-05-13 13:23:00 UTC,1
16124,12964,Returned,F,2023-01-27 10:32:00 UTC,2023-02-03 04:27:00 UTC,2023-01-28 13:09:00 UTC,2023-02-01 13:29:00 UTC,1
16436,13224,Returned,F,2023-05-07 08:21:00 UTC,2023-05-11 02:39:00 UTC,2023-05-07 19:35:00 UTC,2023-05-08 21:24:00 UTC,1
16554,13316,Returned,F,2023-02-25 00:36:00 UTC,2023-03-05 15:59:00 UTC,2023-02-26 10:33:00 UTC,2023-03-02 22:03:00 UTC,1
16574,13327,Returned,F,2023-02-08 18:51:00 UTC,2023-02-12 14:28:00 UTC,2023-02-11 09:27:00 UTC,2023-02-12 11:28:00 UTC,4
16586,13336,Returned,F,2023-02-18 03:34:00 UTC,2023-02-20 04:20:00 UTC,2023-02-19 14:34:00 UTC,2023-02-19 20:35:00 UTC,1
16629,13376,Returned,F,2023-05-10 11:51:00 UTC,2023-05-19 03:02:00 UTC,2023-05-12 20:30:00 UTC,2023-05-17 13:52:00 UTC,1
16672,13406,Returned,F,2023-04-06 18:06:00 UTC,2023-04-13 03:40:00 UTC,2023-04-07 13:00:00 UTC,2023-04-11 18:42:00 UTC,1
16750,13476,Returned,F,2023-05-27 06:57:00 UTC,2023-06-02 17:15:00 UTC,2023-05-29 22:33:00 UTC,2023-05-31 02:22:00 UTC,1
16966,13662,Returned,F,2023-01-27 06:23:00 UTC,2023-02-02 16:08:00 UTC,2023-01-29 03:18:00 UTC,2023-02-01 16:00:00 UTC,1
17062,13732,Returned,F,2023-04-12 06:12:00 UTC,2023-04-17 13:00:00 UTC,2023-04-12 12:50:00 UTC,2023-04-15 19:38:00 UTC,1
17065,13736,Returned,F,2023-06-24 00:21:00 UTC,2023-06-27 16:11:00 UTC,2023-06-24 19:07:00 UTC,2023-06-25 00:54:00 UTC,1
17105,13760,Returned,F,2023-03-22 09:34:00 UTC,2023-03-23 14:14:00 UTC,2023-03-22 20:48:00 UTC,2023-03-23 05:52:00 UTC,1
17172,13817,Returned,F,2023-05-29 17:01:00 UTC,2023-06-05 11:39:00 UTC,2023-05-31 15:15:00 UTC,2023-06-04 07:09:00 UTC,1
17201,13839,Returned,F,2023-05-31 16:49:00 UTC,2023-06-07 07:29:00 UTC,2023-06-01 05:47:00 UTC,2023-06-05 20:03:00 UTC,2
17240,13870,Returned,F,2023-06-18 06:04:00 UTC,2023-06-20 02:58:00 UTC,2023-06-18 16:02:00 UTC,2023-06-19 00:55:00 UTC,2
